c11|HAAMID D SAB DDIILAROON KAE SAAMNAE AN VIIDDJUUZ KAE BAD DLAE MAEN APNAE AIZZAA KOO AEK MAAT SHIS B HII NAHIIN BAXSHAE GAA  |HAAMID D SAB DDIILAROON KAE SAAMNAE AN VIIDDJUUZ KAE BAD DLAE MAEN APNAE AIZZAA KOO AEK MAAT SHIS B HII NAHIIN BAXSHAE GAA  
c12|T DUM DDAAIILUUSHAN KAE AMAL SAE BAT SHNAE KAE LIIAE NAT D HNOON SAE GAAOO KIJUUNKAE D ZZABRRAA SUUD ZZNAE SAE T DALXII OR SUUD ZZAN HOO GII  |T DUM DDAAIILUUSHAN KAE AMAL SAE BAT SHNAE KAE LIIAE NAT D HNOON SAE GAAOO KIJUUNKAE D ZZABRRAA SUUD ZZNAE SAE T DALXII OR SUUD ZZAN HOO GII  
c13|SHAD ZZAR KII BAERUUNII SHAAX PAR GIJAARAA DDOODDIJAAN T DAVAAZUN KII D DURUST D MISAAL HAYN D ZZO SING HAASAN BAYZAE KAE MUT DARAAD DIF SAMD ZZ HII D ZZAAT DII HAYN  |SHAD ZZAR KII BAERUUNII SHAAX PAR GIJAARAA DDOODDIJAAN T DAVAAZUN KII D DURUST D MISAAL HAYN D ZZO SING HAASAN BAYZAE KAE MUT DARAAD DIF SAMD ZZ HII D ZZAAT DII HAYN  
c14|DDAYDD PIT SHIZ PAR KIIT SH MIIT SH KAA RUX P HAERAEN T DOO NAT DIID ZZAE MAEN BAESHT DAR LOOG XUSHII SAE RO KAR B HII QIJAAMAT D DD HAA D DAET DAE HAYN  |DDAYDD PIT SHIZ PAR KIIT SH MIIT SH KAA RUX P HAERAEN T DOO NAT DIID ZZAE MAEN BAESHT DAR LOOG XUSHII SAE RO KAR B HII QIJAAMAT D DD HAA D DAET DAE HAYN  
c15|MUMLIKAT DAEN BUD ZZ HII OR BAE DD HAB MOD ZZOON JAA SAYHUUNII DDAAD ZZ SAE RAASHAA ZAD DAA NAESHAN KOO TTARAANSPAYRENSII NAHIIN D DAE SAKT DII  |MUMLIKAT DAEN BUD ZZ HII OR BAE DD HAB MOD ZZOON JAA SAYHUUNII DDAAD ZZ SAE RAASHAA ZAD DAA NAESHAN KOO TTARAANSPAYRENSII NAHIIN D DAE SAKT DII  
c16|RIJAASAT D KAE T SHAVAALIIS T DAALLQOON MAEN SII7AA BASAAAEN T DOO ROOHII OR MIT D HRAANII ZAMIIN MUZAARAEOON KOO PASAND D HAE  |RIJAASAT D KAE T SHAVAALIIS T DAALLQOON MAEN SII7AA BASAAAEN T DOO ROOHII OR MIT D HRAANII ZAMIIN MUZAARAEOON KOO PASAND D HAE  
c17|SARVIIAR NAE INST D HIIZIJAA OR MAALIIXOOLIJAA MAEN PAAIIRAESII SAE BAT SHAAOO KAE T D HIIM MAEN XUD D KOO MANVAA LIJAA HAE  |SARVIIAR NAE INST D HIIZIJAA OR MAALIIXOOLIJAA MAEN PAAIIRAESII SAE BAT SHAAOO KAE T D HIIM MAEN XUD D KOO MANVAA LIJAA HAE  
c18|ZIIST D KAE T SHUNGGAL KAE IS FAEZ MAEN D ZZIIVAN AEK IFLAAS MAEN P HANSII PURNAM AANK H KII T DARH HOOT DAA HAE  |ZIIST D KAE T SHUNGGAL KAE IS FAEZ MAEN D ZZIIVAN AEK IFLAAS MAEN P HANSII PURNAM AANK H KII T DARH HOOT DAA HAE  
c19|BARSARAEIQT DID DAAR AHAL D DAANISH SAE QASAM JAA HALF KII GATT HRRII UTT HVAA LO T DOO FARZ UULAA T SH HAP D ZZAAT DAA HAE  |BARSARAEIQT DID DAAR AHAL D DAANISH SAE QASAM JAA HALF KII GATT HRRII UTT HVAA LO T DOO FARZ UULAA T SH HAP D ZZAAT DAA HAE  
c20|ROZAA KII D DAESII SAAXT DAA FAYBRIKS KAA ZARIIAA INTTARFAES MAEN D DARD ZZ HAE  |ROZAA KII D DAESII SAAXT DAA FAYBRIKS KAA ZARIIAA INTTARFAES MAEN D DARD ZZ HAE  
c21|MOONAA IS SAFAR MAEN ULAD ZZ H KAR SAMB HLII OR TT HEHRNAE MAEN KAAMJAAB RAHII  |MOONAA IS SAFAR MAEN ULAD ZZ H KAR SAMB HLII OR TT HEHRNAE MAEN KAAMJAAB RAHII  
c22|AXVIND DZAAD DAA NAE SAAT DVAEN SENT SHRII NAAE T DARZAEAMAL OR IST DAEQLAAL SAE BANAAII OR OOTT HOO GAJAA  |AXVIND DZAAD DAA NAE SAAT DVAEN SENT SHRII NAAE T DARZAEAMAL OR IST DAEQLAAL SAE BANAAII OR OOTT HOO GAJAA  
c23|AYKSIIAN NAE ISII MUUSHAN MAEN EMBAYSII KII T DAHVIIL MAEN G HISNAE KII KOOSHISH KII  |AYKSIIAN NAE ISII MUUSHAN MAEN EMBAYSII KII T DAHVIIL MAEN G HISNAE KII KOOSHISH KII  
c24|HOOSHRUBAA KARRVII T DABD DIILIJAAN AJAAN OR SAAZBAAZ KII D ZZURRAEN MAL7UUBAA AND DAAZ KII HAYN  |HOOSHRUBAA KARRVII T DABD DIILIJAAN AJAAN OR SAAZBAAZ KII D ZZURRAEN MAL7UUBAA AND DAAZ KII HAYN  
c25|NINAANVAE MILJAN MUT DAASIRIIN SAE PUUT SH HAE BA7AYR AAP KAA T DAAAVUN MUAAF NAHIIN HOO SAKT DAA  |NINAANVAE MILJAN MUT DAASIRIIN SAE PUUT SH HAE BA7AYR AAP KAA T DAAAVUN MUAAF NAHIIN HOO SAKT DAA  
c26|VIFAAQ MAEN MUNAZZAM AAT DIISHZAD DAGII PAR T SH HIJAANVAE BAAUSUUL MULAAZIMIIN KAA IST DIFSAAR BILKUL T SHAAHIJAE  |VIFAAQ MAEN MUNAZZAM AAT DIISHZAD DAGII PAR T SH HIJAANVAE BAAUSUUL MULAAZIMIIN KAA IST DIFSAAR BILKUL T SHAAHIJAE  
c27|HAMLOON SAE MAD ZZIID D SAAHIB KAA BIIS BAYDDRUUM KAA G HAR UT D HAL PAT D HAL HOO GAJAA HAE  |HAMLOON SAE MAD ZZIID D SAAHIB KAA BIIS BAYDDRUUM KAA G HAR UT D HAL PAT D HAL HOO GAJAA HAE  
c28|KAANGRAS ISII KODD MAEN INSAAN KII MOZUUN QAD DROOQIIMAT D ZAAHIR KURT DII HAE  |KAANGRAS ISII KODD MAEN INSAAN KII MOZUUN QAD DROOQIIMAT D ZAAHIR KURT DII HAE  
c29|AABID D USAE D ZZ HIRRAK KAR B HAED ZZAE OR RIITTAAAERMAENTT KAE BAAD D IS KII KIFAALAT D SAE MUST DA7NII HOO D ZZAAAE  |AABID D USAE D ZZ HIRRAK KAR B HAED ZZAE OR RIITTAAAERMAENTT KAE BAAD D IS KII KIFAALAT D SAE MUST DA7NII HOO D ZZAAAE  
c30|BIP HRAE HUUAE LOOGOON KOO T SH HUUAEN OR NANGGAE ALFAAZ SAE SANGBAARII NAA KARAEN  |BIP HRAE HUUAE LOOGOON KOO T SH HUUAEN OR NANGGAE ALFAAZ SAE SANGBAARII NAA KARAEN  
c31|HAMAARAA PAY7AAM HAE NAMAAZ PARR HOO KAAD ZZUU K HAAOO OR APNII UMRAEN ALAM KAE LIIAE SARF KAROO  |HAMAARAA PAY7AAM HAE NAMAAZ PARR HOO KAAD ZZUU K HAAOO OR APNII UMRAEN ALAM KAE LIIAE SARF KAROO  
c32|XAANQAAHOON MAEN ZABUUN HAAL NASHAII 7ULAEL T SHOORII KARNAE KAE LIIAE T SH HARRIJAAN UTT HAAAE K HARRAE HAYN  |XAANQAAHOON MAEN ZABUUN HAAL NASHAII 7ULAEL T SHOORII KARNAE KAE LIIAE T SH HARRIJAAN UTT HAAAE K HARRAE HAYN  
c33|VESTT FAN LIINDD MAEN BAUULAR D ZZ HATTKAE SAE ZAEB KOO KAT SHOOKAE LAGAAT DAA RAHAA OR RANZ BATTOORT DAA RAHAA  |VESTT FAN LIINDD MAEN BAUULAR D ZZ HATTKAE SAE ZAEB KOO KAT SHOOKAE LAGAAT DAA RAHAA OR RANZ BATTOORT DAA RAHAA  
c34|KAANGRAES HUKUUMAT D JAE PUURAA QOMIJAAAE T DOO XAD DOOXAAL UB HRAEN OR PULOON MAEN D D HABBAE MITTAEN  |KAANGRAES HUKUUMAT D JAE PUURAA QOMIJAAAE T DOO XAD DOOXAAL UB HRAEN OR PULOON MAEN D D HABBAE MITTAEN  
c35|T SHUUZOON KAA D ZZ HULAS KAR BAYZVII LAASHAEN BAN D ZZAANAA SALAAHIJJAT D JAA ROOLZ KII KOOT DAAHII HAE  |T SHUUZOON KAA D ZZ HULAS KAR BAYZVII LAASHAEN BAN D ZZAANAA SALAAHIJJAT D JAA ROOLZ KII KOOT DAAHII HAE  
c36|NIIM BOOHRAANII MOOARRIXIIN KII T DAD ZZARRUD D MAEN QAYD D AEK XUAAST DGAAR KII T DOHIIN HAE  |NIIM BOOHRAANII MOOARRIXIIN KII T DAD ZZARRUD D MAEN QAYD D AEK XUAAST DGAAR KII T DOHIIN HAE
c37|AYDDVENT SHAR MAEN GAER LAGAANAA G HOORRAE D DORRAANAE SAE AASAAN OR SAEF SAMD ZZ HOO  |AYDDVENT SHAR MAEN GAER LAGAANAA G HOORRAE D DORRAANAE SAE AASAAN OR SAEF SAMD ZZ HOO  
c38|ZAYDD G HUMMAN NAE D DOO MARLAA PAR SING HAARRAE UGAAAE T DOO BAT SHT SHAA K HILK HILAA KAR P HUD DAKT DAA HAVVAA VAHAAN AA GAJAA  |ZAYDD G HUMMAN NAE D DOO MARLAA PAR SING HAARRAE UGAAAE T DOO BAT SHT SHAA K HILK HILAA KAR P HUD DAKT DAA HAVVAA VAHAAN AA GAJAA  
c39|SHHBAAZ KOO HIID ZZRROON KAE SHOOKAESOON KII PAHT SHAAN HAE  |SHHBAAZ KOO HIID ZZRROON KAE SHOOKAESOON KII PAHT SHAAN HAE  
c40|JORPII NOOBIL SHAEIRING AYMBOOLAYNS KAE NASHR KAE LIIAE JAE PAET SHIID DAA SAAAT D HAE  |JORPII NOOBIL SHAEIRING AYMBOOLAYNS KAE NASHR KAE LIIAE JAE PAET SHIID DAA SAAAT D HAE  
c41|BUURR HOON KAE LIIAE NAL KII D DAEK H B HAAL AEK T DAZLIIL HAE OR NAAQAABIL AFOORDD HAE  |BUURR HOON KAE LIIAE NAL KII D DAEK H B HAAL AEK T DAZLIIL HAE OR NAAQAABIL AFOORDD HAE  
c42|MAERAE MUT DAABIQ JAE FAYJAAZII TT HIIK NAHIIN AAP 7AYR HAAZIRII KII PARVAA KARAEN OR T DIIN BAD ZZAE RAERR HII B HAED ZZ D DAEN  |MAERAE MUT DAABIQ JAE FAYJAAZII TT HIIK NAHIIN AAP 7AYR HAAZIRII KII PARVAA KARAEN OR T DIIN BAD ZZAE RAERR HII B HAED ZZ D DAEN  
c43|MIIT SH MAEN D D HOOAEN SAE RAAD ZZAE KII K HAAL BAHOOT D BARII HOO GAII HAE  |MIIT SH MAEN D D HOOAEN SAE RAAD ZZAE KII K HAAL BAHOOT D BARII HOO GAII HAE  
c44|SHAHIID D KAE AQRABAA NIT SHLII KUUIIN GAYLRII MAEN HAYN OR PAARLIIMANTTIRJAN GUMSHUD DAA T DAM7AA DD HUUNDD H RAHAE HAYN  |SHAHIID D KAE AQRABAA NIT SHLII KUUIIN GAYLRII MAEN HAYN OR PAARLIIMANTTIRJAN GUMSHUD DAA T DAM7AA DD HUUNDD H RAHAE HAYN  
c45|SHIKAAR KAE LIIAE ARMU7AAN SAE PUUT SH HUUN T DOO ALAYHID DAA T SHOONT SHLAE HAYN  |SHIKAAR KAE LIIAE ARMU7AAN SAE PUUT SH HUUN T DOO ALAYHID DAA T SHOONT SHLAE HAYN  
c46|MASHRIQ KAE KAESIZ MAEN SULUS KII JAE T DOD ZZII BOOGAS MAEN T SH HAP RAHII HAE  |MASHRIQ KAE KAESIZ MAEN SULUS KII JAE T DOD ZZII BOOGAS MAEN T SH HAP RAHII HAE  
c47|SHAAXOON KII GAROOT D H AT SHT SH HII HAE OR T SHOK HATT PAR PANT SH HII XOOFNAAK D DEHSHAT D MAEN MUBT DALAA HAE  |SHAAXOON KII GAROOT D H AT SHT SH HII HAE OR T SHOK HATT PAR PANT SH HII XOOFNAAK D DEHSHAT D MAEN MUBT DALAA HAE  
c48|LOK SAB HAA KAE PART SHAM T DULAE MUD ZZIIB NAE GULOOBAL IT DT DIFAAQ KII MUD DAAFIAT D PAR BAAT D KII  |LOK SAB HAA KAE PART SHAM T DULAE MUD ZZIIB NAE GULOOBAL IT DT DIFAAQ KII MUD DAAFIAT D PAR BAAT D KII  
c49|QULZUM MAEN PULOON SAE T D HOORRAA JAA D DOO G HUUNTT PAANII DDAALNAE SAE BOOD ZZ H NAHIIN PARRT DAA  |QULZUM MAEN PULOON SAE T D HOORRAA JAA D DOO G HUUNTT PAANII DDAALNAE SAE BOOD ZZ H NAHIIN PARRT DAA  
c50|SHAEX ZULFIQAAR KII KAII SHAAXAEN PABLISHING MAEN PAESHROOOON SAE NAAD ZZAAIZ FAYZ JAAB HAYN  |SHAEX ZULFIQAAR KII KAII SHAAXAEN PABLISHING MAEN PAESHROOOON SAE NAAD ZZAAIZ FAYZ JAAB HAYN  
c51|PUUT SH HNAE PAR MA7RUUR SITTUUDDANTTS NAE KOOADDIINAETTAR OR AEMPAAAER KOO HARAASAAN KIJAA  |PUUT SH HNAE PAR MA7RUUR SITTUUDDANTTS NAE KOOADDIINAETTAR OR AEMPAAAER KOO HARAASAAN KIJAA  
c52|RIINGT DAE HUUAE IS MUHIM MAEN SOOSHALIZM KAE LIIAE BA7AAVAT D KAA ALAM BALAND D KIJAA  |RIINGT DAE HUUAE IS MUHIM MAEN SOOSHALIZM KAE LIIAE BA7AAVAT D KAA ALAM BALAND D KIJAA  
c53|MAVAAZIAAT D MAEN BANGGAALII MUND DRII KAA T D HAEVAA OR SUUIT SH BAET SHNAE D ZZAAJAA KART DAE HAYN  |MAVAAZIAAT D MAEN BANGGAALII MUND DRII KAA T D HAEVAA OR SUUIT SH BAET SHNAE D ZZAAJAA KART DAE HAYN  
c54|P HUUNK SAE B HAYNS KAE T D HANOON KII SURXII QAD DRAE RUXSAT D HUUII  |P HUUNK SAE B HAYNS KAE T D HANOON KII SURXII QAD DRAE RUXSAT D HUUII  
c55|SUHBAT DOON MAEN GAALF OR AANK H MIT SHOLII D ZZOQ D DAR D ZZOQ K HAELT DAE HAYN  |SUHBAT DOON MAEN GAALF OR AANK H MIT SHOLII D ZZOQ D DAR D ZZOQ K HAELT DAE HAYN  
c56|VAAD DAE VAIID D KAE BAAD D SHOKAT D KII NAMAK XOOAARII RAAIGAAN D ZZAANAA PURLUT DF HAE  |VAAD DAE VAIID D KAE BAAD D SHOKAT D KII NAMAK XOOAARII RAAIGAAN D ZZAANAA PURLUT DF HAE  
c57|MAJJAT D KOO ROODD SAE QABRIST DAAN B HID ZZVAAAEN OR D DURUUD D PARR HNAE KII KOOSHISH KARAEN  |MAJJAT D KOO ROODD SAE QABRIST DAAN B HID ZZVAAAEN OR D DURUUD D PARR HNAE KII KOOSHISH KARAEN  
c58|D DOO7LAA SHAXS D ZZOONAED ZZOO HAE T DOO SAZAA KAE LIIAE P HAANSII NAAMZAD D KAROO  |D DOO7LAA SHAXS D ZZOONAED ZZOO HAE T DOO SAZAA KAE LIIAE P HAANSII NAAMZAD D KAROO  
c59|GARD DISH KAE UUPAR GAAINII VAARDD MAEN RIISOORS TTARAEBAEJUUNAL HAE  |GARD DISH KAE UUPAR GAAINII VAARDD MAEN RIISOORS TTARAEBAEJUUNAL HAE  
c60|T DABASSUM D ZZIMXAANAA MAEN KAYMOOT D HIRAAPII KII T DOZIIHAAT D PAR BAYHEST DAA HAE  |T DABASSUM D ZZIMXAANAA MAEN KAYMOOT D HIRAAPII KII T DOZIIHAAT D PAR BAYHEST DAA HAE  
c61|NAIIM DDAAR BURSH JAA UNGLII SAE T D HOOT D HAA D ZZAG MAEN G HOOL KAR LAAAE  |NAIIM DDAAR BURSH JAA UNGLII SAE T D HOOT D HAA D ZZAG MAEN G HOOL KAR LAAAE  
c62|T DAAD ZZVAR MUSAD DD DIQ NAE SARHAD D MAEN UNAASIIVAAN NAYSHNAL MUR7BAANII MAYNID ZZMENTT PARAAD ZZAYKTT MUNAQID D KIJAA  |T DAAD ZZVAR MUSAD DD DIQ NAE SARHAD D MAEN UNAASIIVAAN NAYSHNAL MUR7BAANII MAYNID ZZMENTT PARAAD ZZAYKTT MUNAQID D KIJAA  
c63|BAARAAN RAHMAT D MAEN AAMD DOORAFT D SAE BUURR HII XAAT DUUN T D HAK GAII  |BAARAAN RAHMAT D MAEN AAMD DOORAFT D SAE BUURR HII XAAT DUUN T D HAK GAII  
c64|OOD ZZ HRRII KAYMP KAE LIIAE XALAAII NIGHD DAASHT D MAARUUZII SAMD ZZ HAEN  |OOD ZZ HRRII KAYMP KAE LIIAE XALAAII NIGHD DAASHT D MAARUUZII SAMD ZZ HAEN  
c65|AXT DAR NAE D ZZANAM B HUUMII OR D DAAAEN AAMAAD ZZGAA SAE MULHAQAA D ZZUZV BANAAJAA  |AXT DAR NAE D ZZANAM B HUUMII OR D DAAAEN AAMAAD ZZGAA SAE MULHAQAA D ZZUZV BANAAJAA  
c66|MUD ZZ HAE ZUUD DHIS OR OOT SH HAE OSAAF BAXSHAEN OR FUZUUL HUZN SAE BAT SHAAAEN  |MUD ZZ HAE ZUUD DHIS OR OOT SH HAE OSAAF BAXSHAEN OR FUZUUL HUZN SAE BAT SHAAAEN  
c67|AAP D DOONOON BID ZZNORII SAAHIB KAE SAAT D H T SHALAEN OR 7AZLIJAAT D KII BIYAYNIH T DASD DIIQ KARAEN  |AAP D DOONOON BID ZZNORII SAAHIB KAE SAAT D H T SHALAEN OR 7AZLIJAAT D KII BIYAYNIH T DASD DIIQ KARAEN  
c68|D DAARULXILAAFAH MAEN VAYDDING AYDDVAAIZIRII BOORDD MARAZ VUD ZZUUD D MAEN AAJAA  |D DAARULXILAAFAH MAEN VAYDDING AYDDVAAIZIRII BOORDD MARAZ VUD ZZUUD D MAEN AAJAA  
c69|ZALZALAE NAE T DARFAYN MAEN SAARII GAARRIJAAN PASMAAND DAA BANAAAEN  |ZALZALAE NAE T DARFAYN MAEN SAARII GAARRIJAAN PASMAAND DAA BANAAAEN  
c70|MA7Z LIIT SHII VA7AYRAA SAE PARHAEZ OR ROOZMARRAA MAEN TT HANDDAA D ZZAAD DUUII KUNVAAN IST DAEMAAL KARAEN  |MA7Z LIIT SHII VA7AYRAA SAE PARHAEZ OR ROOZMARRAA MAEN TT HANDDAA D ZZAAD DUUII KUNVAAN IST DAEMAAL KARAEN  
c71|SOOFIJAA NAE D DAAAEN G HUUM KAR MAND ZZ HAE B HAGOORROON KII DDIIVAYLPMANTT PAR SHAEM KAHAA  |SOOFIJAA NAE D DAAAEN G HUUM KAR MAND ZZ HAE B HAGOORROON KII DDIIVAYLPMANTT PAR SHAEM KAHAA  
c72|AYDDIISHNAL D ZZAD ZZOON KII T DAVIIL AD DAAIIGIIOON SAE SOOIS BAYNK MUNAAFOON KAE AGLAE AD DAAD DOOSHUMAAR KAE D ZZAD DVAL RIILIIZ KAR D DIIAE GAAE  |AYDDIISHNAL D ZZAD ZZOON KII T DAVIIL AD DAAIIGIIOON SAE SOOIS BAYNK MUNAAFOON KAE AGLAE AD DAAD DOOSHUMAAR KAE D ZZAD DVAL RIILIIZ KAR D DIIAE GAAE  
c73|T DANXAA KAE BAAD D D ZZIIB OR D ZZISM T D HAR T D HAR KARNAA SUD ZZ HAAII NAHIIN D DAET DAA  |T DANXAA KAE BAAD D D ZZIIB OR D ZZISM T D HAR T D HAR KARNAA SUD ZZ HAAII NAHIIN D DAET DAA  
c74|MAD DD DAAHOON NAE ROSHNII MAEN K HILAARRII KOO AT SH HT SH HAE K HAEL PAR GIFTT D DIJAA  |MAD DD DAAHOON NAE ROSHNII MAEN K HILAARRII KOO AT SH HT SH HAE K HAEL PAR GIFTT D DIJAA  
c75|INVESTTMENTT PAR MUD DAVVAN ZAXIIM D DAST DAAVAEZAAT D MUSHAAVARAT D KAE LIIAE SAAUUT D H LIIBAARTTRII MAEN HAYN  |INVESTTMENTT PAR MUD DAVVAN ZAXIIM D DAST DAAVAEZAAT D MUSHAAVARAT D KAE LIIAE SAAUUT D H LIIBAARTTRII MAEN HAYN  
c76|BAANOO NAE BAESAAK HII PAR HIND DUUOON KOO T DAHAAIF D DIIAE D ZZO BEHT DAR ZOQ KII D DARAXSHAAN QUD DSII SHURUUAAT D HAE  |BAANOO NAE BAESAAK HII PAR HIND DUUOON KOO T DAHAAIF D DIIAE D ZZO BEHT DAR ZOQ KII D DARAXSHAAN QUD DSII SHURUUAAT D HAE  
c77|KASHF AEK PURSOOZ SHUAA HAE D ZZO XUD D SHINAASII OR MUT DAALAAA KAA SAMAR HAE  |KASHF AEK PURSOOZ SHUAA HAE D ZZO XUD D SHINAASII OR MUT DAALAAA KAA SAMAR HAE  
c78|QAAD DJAANII D ZZAALAND D HRII OR KASHMIIRII IS LAAIHAA AMAL MAEN MORID DAEILZAAM HAYN  |QAAD DJAANII D ZZAALAND D HRII OR KASHMIIRII IS LAAIHAA AMAL MAEN MORID DAEILZAAM HAYN  
c79|D DIIHAAT DIIOON KAE D D HARRAE KII IKATT HTT HII T SHAAR B HAYNSAEN DDUUB GAIIN  |D DIIHAAT DIIOON KAE D D HARRAE KII IKATT HTT HII T SHAAR B HAYNSAEN DDUUB GAIIN  
c80|ROOZAA AVAEARNES KII AFZAAISH KART DAA HAE OR T DAALIIM KAA T SHARAA7 HAE  |ROOZAA AVAEARNES KII AFZAAISH KART DAA HAE OR T DAALIIM KAA T SHARAA7 HAE  
c81|PAESHVAA NAE MALAERIJAA OR P HAEP HRRAE KAE MARIIZOON KOO DDIST SHAARD ZZ KARAA D DIJAA  |PAESHVAA NAE MALAERIJAA OR P HAEP HRRAE KAE MARIIZOON KOO DDIST SHAARD ZZ KARAA D DIJAA  
c82|T DEHSIILD DAAR SAAHIB BANGLAE OR KOOTT HIJAAN K HUULVAAAEN IS KAE SIVAA KAEVRRAA NAMAA D ZZUUAEN NAHIIN D ZZAA SAKT DIIN  |T DEHSIILD DAAR SAAHIB BANGLAE OR KOOTT HIJAAN K HUULVAAAEN IS KAE SIVAA KAEVRRAA NAMAA D ZZUUAEN NAHIIN D ZZAA SAKT DIIN  
c83|MOORT SHAE MAEN ES T DAARARR BAXUUBII APNAE MOQIF OR PAALIISII PAR T SHALAE OR SARF NAAM KAE T DANAAZAAE D DIK HAAII D DIIAE  |MOORT SHAE MAEN ES T DAARARR BAXUUBII APNAE MOQIF OR PAALIISII PAR T SHALAE OR SARF NAAM KAE T DANAAZAAE D DIK HAAII D DIIAE  
c84|RAAHBAR UST DAAD D OR MUARRIX BILAA SHUBAA BAHAYSIJJAT D MAD ZZMUUII GULIST DAAN KAE MISD DAAQ GUZRAE  |RAAHBAR UST DAAD D OR MUARRIX BILAA SHUBAA BAHAYSIJJAT D MAD ZZMUUII GULIST DAAN KAE MISD DAAQ GUZRAE  
c85|D DAEK HOO SOOZISH NAE SHAER KAA KIJAA HULJAA BANAA D DIJAA HAE BALKAE IS KII D D HAARR SAE LUUMARR OR T SHUUZAE B HII T SHIIXNAE LAGAE  |D DAEK HOO SOOZISH NAE SHAER KAA KIJAA HULJAA BANAA D DIJAA HAE BALKAE IS KII D D HAARR SAE LUUMARR OR T SHUUZAE B HII T SHIIXNAE LAGAE  
